Function,Total Number,N,Execution Time
EC2,11700,520,0.855272,
EC2,11700,530,0.879117,
EC2,11700,540,0.907333,
EC2,11700,550,1.105229,
EC2,11700,560,1.146163,
EC2,11700,570,1.084972,
EC2,11700,580,1.181903,
EC2,11700,590,1.202282,
EC2,11700,600,1.105058,
EC2,11700,610,1.131630,
EC2,11700,620,1.143665,
EC2,11700,630,1.184925,
EC2,11700,640,1.268619,
EC2,11700,650,1.272799,
EC2,11700,660,1.318699,
EC2,11700,670,1.305034,
EC2,11700,680,1.337907,
EC2,11700,690,1.393207,
EC2,11700,700,1.441034,
EC2,11700,710,1.451276,
EC2,11700,720,1.481797,
EC2,11700,730,1.550173,
EC2,11700,740,1.572800,
EC2,11700,750,1.587318,
EC2,11700,760,1.643586,
EC2,11700,770,1.774701,
EC2,11700,780,1.717330,
EC2,11700,790,1.715217,
EC2,11700,800,1.753654,
EC2,11700,810,1.784092,
EC2,11700,820,1.816381,
EC2,11700,830,1.856793,
EC2,11700,840,1.889280,
EC2,11700,850,1.939562,
EC2,11700,860,2.072390,
EC2,11700,870,2.044243,
EC2,11700,880,2.056692,
EC2,11700,890,2.078634,
EC2,11700,900,2.120938,
EC2,11700,910,2.172026,
EC2,11700,920,2.236401,
EC2,11700,930,2.351108,
EC2,11700,940,2.313857,
EC2,11700,950,2.330166,
EC2,11700,960,2.361219,
EC2,11700,970,2.437569,
EC2,11700,980,2.475592,
EC2,11700,990,2.487544,
Main,11700,10,0.156658,
Main,11700,20,0.187938,
Main,11700,30,0.254331,
Main,11700,40,0.237744,
Main,11700,50,0.185552,
Main,11700,60,0.218543,
Main,11700,70,0.187381,
Main,11700,80,0.181138,
Main,11700,90,0.185304,
Main,11700,100,0.226595,
Main,11700,110,0.212079,
Main,11700,120,0.199615,
Main,11700,130,0.212859,
Main,11700,140,0.237915,
Main,11700,150,0.233888,
Main,11700,160,0.226544,
Main,11700,170,0.198569,
Main,11700,180,0.209891,
Main,11700,190,0.169772,
Main,11700,200,0.199849,
Main,11700,210,0.174197,
Main,11700,220,0.209238,
Main,11700,230,0.220437,
Main,11700,240,0.205548,
Main,11700,250,0.199559,
Main,11700,260,0.203327,
Main,11700,270,0.266292,
Main,11700,280,0.206058,
Main,11700,290,0.196666,
Main,11700,300,0.234856,
Main,11700,310,0.237633,
Main,11700,320,0.219834,
Main,11700,330,0.229155,
Main,11700,340,0.238746,
Main,11700,350,0.195209,
Main,11700,360,0.215880,
Main,11700,370,0.219967,
Main,11700,380,0.236827,
Main,11700,390,0.235285,
Main,11700,400,0.234882,
Main,11700,410,0.183339,
Main,11700,420,0.223992,
Main,11700,430,0.195950,
Main,11700,440,0.249552,
Main,11700,450,0.233483,
Main,11700,460,0.204180,
Main,11700,470,0.189370,
Main,11700,480,0.194778,
Main,11700,490,0.189299,
Main,11700,500,0.218391,
Main,11700,510,0.207880,
Main,11700,520,0.201838,
Main,11700,530,0.271106,
Main,11700,540,0.202642,
Main,11700,550,0.213111,
Main,11700,560,0.207288,
Main,11700,570,0.197267,
Main,11700,580,0.228147,
Main,11700,590,0.244211,
Main,11700,600,0.259716,
Main,11700,610,0.183904,
Main,11700,620,0.194580,
Main,11700,630,0.209843,
Main,11700,640,0.215804,
Main,11700,650,0.257437,
Main,11700,660,0.189320,
Main,11700,670,0.203828,
Main,11700,680,0.261861,
Main,11700,690,0.244023,
Main,11700,700,0.192643,
Main,11700,710,0.248962,
Main,11700,720,0.179528,
Main,11700,730,0.251253,
Main,11700,740,0.200600,
Main,11700,750,0.209404,
Main,11700,760,0.186342,
Main,11700,770,0.223816,
Main,11700,780,0.193720,
Main,11700,790,0.219596,
Main,11700,800,0.261238,
Main,11700,810,0.189148,
Main,11700,820,0.207187,
Main,11700,830,0.215458,
Main,11700,840,0.258949,
Main,11700,850,0.262523,
Main,11700,860,0.200115,
Main,11700,870,0.237952,
Main,11700,880,0.204147,
Main,11700,890,0.207398,
Main,11700,900,0.227486,
Main,11700,910,0.210705,
Main,11700,920,0.207695,
Main,11700,930,0.236807,
Main,11700,940,0.201940,
Main,11700,950,0.233505,
Main,11700,960,0.227714,
Main,11700,970,0.256691,
Main,11700,980,0.219676,
Main,11700,990,0.205821,
EC2,11800,10,0.060204,
EC2,11800,20,0.050911,
EC2,11800,30,0.047038,
EC2,11800,40,0.044597,
EC2,11800,50,0.055682,
EC2,11800,60,0.069949,
EC2,11800,70,0.055571,
EC2,11800,80,0.063460,
EC2,11800,90,0.069094,
EC2,11800,100,0.084902,
EC2,11800,110,0.094745,
EC2,11800,120,0.106456,
EC2,11800,130,0.104519,
EC2,11800,140,0.105201,
EC2,11800,150,0.145069,
EC2,11800,160,0.160214,
EC2,11800,170,0.159053,
EC2,11800,180,0.176612,
EC2,11800,190,0.184665,
EC2,11800,200,0.188132,
EC2,11800,210,0.194149,
EC2,11800,220,0.210035,
EC2,11800,230,0.224252,
EC2,11800,240,0.241613,
EC2,11800,250,0.256545,
EC2,11800,260,0.287639,
EC2,11800,270,0.300146,
EC2,11800,280,0.310103,
EC2,11800,290,0.326535,
EC2,11800,300,0.399812,
EC2,11800,310,0.494477,
EC2,11800,320,0.450220,
EC2,11800,330,0.453323,
EC2,11800,340,0.446058,
EC2,11800,350,0.452519,
EC2,11800,360,0.483233,
EC2,11800,370,0.498905,
EC2,11800,380,0.520134,
EC2,11800,390,0.534286,
EC2,11800,400,0.586324,
EC2,11800,410,0.590615,
EC2,11800,420,0.635143,
EC2,11800,430,0.637141,
EC2,11800,440,0.669717,
EC2,11800,450,0.688287,
EC2,11800,460,0.726079,
EC2,11800,470,0.741816,
EC2,11800,480,0.769863,
EC2,11800,490,0.800907,
EC2,11800,500,0.819295,
EC2,11800,510,0.836802,
EC2,11800,520,0.864975,
EC2,11800,530,0.891151,
EC2,11800,540,0.930571,
EC2,11800,550,0.962604,
EC2,11800,560,0.975013,
EC2,11800,570,1.006121,
EC2,11800,580,1.074133,
EC2,11800,590,1.166998,
EC2,11800,600,1.136532,
EC2,11800,610,1.157006,
EC2,11800,620,1.170794,
EC2,11800,630,1.274580,
EC2,11800,640,1.251408,
EC2,11800,650,1.345335,
EC2,11800,660,1.417516,
EC2,11800,670,1.385008,
EC2,11800,680,1.365216,
EC2,11800,690,1.415279,
EC2,11800,700,1.431966,
EC2,11800,710,1.456520,
EC2,11800,720,1.517983,
EC2,11800,730,1.570102,
EC2,11800,740,1.587283,
EC2,11800,750,1.606456,
EC2,11800,760,1.681709,
EC2,11800,770,1.682689,
EC2,11800,780,1.725883,
EC2,11800,790,1.782181,
EC2,11800,800,1.869567,
EC2,11800,810,1.886169,
EC2,11800,820,1.885257,
EC2,11800,830,1.925632,
EC2,11800,840,2.042018,
EC2,11800,850,1.977667,
EC2,11800,860,2.054991,
EC2,11800,870,2.144237,
EC2,11800,880,2.166472,
EC2,11800,890,2.191724,
EC2,11800,900,2.239319,
EC2,11800,910,2.261318,
EC2,11800,920,2.247312,
EC2,11800,930,2.342147,
EC2,11800,940,2.357555,
EC2,11800,950,2.454203,
EC2,11800,960,2.504955,
EC2,11800,970,2.531168,
EC2,11800,980,2.575710,
EC2,11800,990,2.572987,
Main,11800,10,0.197536,
Main,11800,20,0.247836,
Main,11800,30,0.205344,
Main,11800,40,0.207353,
Main,11800,50,0.246458,
Main,11800,60,0.220428,
Main,11800,70,0.181213,
Main,11800,80,0.169878,
Main,11800,90,0.270798,
Main,11800,100,0.205285,
Main,11800,110,0.202750,
Main,11800,120,0.243557,
Main,11800,130,0.205121,
Main,11800,140,0.229470,
Main,11800,150,0.209066,
Main,11800,160,0.189606,
Main,11800,170,0.216317,
Main,11800,180,0.243247,
Main,11800,190,0.182583,
Main,11800,200,0.228259,
Main,11800,210,0.228638,
Main,11800,220,0.231670,
Main,11800,230,0.209982,
Main,11800,240,0.257326,
Main,11800,250,0.202038,
Main,11800,260,0.218155,
Main,11800,270,0.212947,
Main,11800,280,0.228463,
Main,11800,290,0.191345,
Main,11800,300,0.223142,
Main,11800,310,0.236271,
Main,11800,320,0.212660,
Main,11800,330,0.200999,
Main,11800,340,0.265584,
Main,11800,350,0.202224,
Main,11800,360,0.189291,
Main,11800,370,0.279576,
Main,11800,380,0.265453,
Main,11800,390,0.194366,
Main,11800,400,0.217701,
Main,11800,410,0.255900,
Main,11800,420,0.178562,
Main,11800,430,0.202492,
Main,11800,440,0.216755,
Main,11800,450,0.200080,
Main,11800,460,0.223823,
Main,11800,470,0.244841,
Main,11800,480,0.246241,
Main,11800,490,0.218638,
Main,11800,500,0.209286,
Main,11800,510,0.187963,
Main,11800,520,0.198106,
Main,11800,530,0.204621,
Main,11800,540,0.228365,
Main,11800,550,0.243757,
Main,11800,560,0.205309,
Main,11800,570,0.197821,
Main,11800,580,0.240304,
Main,11800,590,0.234829,
Main,11800,600,0.265194,
Main,11800,610,0.257354,
Main,11800,620,0.241570,
Main,11800,630,0.223710,
Main,11800,640,0.215292,
Main,11800,650,0.182571,
Main,11800,660,0.191732,
Main,11800,670,0.222382,
Main,11800,680,0.203245,
Main,11800,690,0.283304,
Main,11800,700,0.222426,
Main,11800,710,0.204412,
Main,11800,720,0.213531,
Main,11800,730,0.261695,
Main,11800,740,0.227442,
Main,11800,750,0.231208,
Main,11800,760,0.267665,
Main,11800,770,0.206559,
Main,11800,780,0.265573,
Main,11800,790,0.204085,
Main,11800,800,0.238001,
Main,11800,810,0.227774,
Main,11800,820,0.258554,
Main,11800,830,0.228239,
Main,11800,840,0.197120,
Main,11800,850,0.269492,
Main,11800,860,0.261539,
Main,11800,870,0.267848,
Main,11800,880,0.262338,
Main,11800,890,0.215238,
Main,11800,900,0.245620,
Main,11800,910,0.211899,
Main,11800,920,0.250814,
Main,11800,930,0.238616,
Main,11800,940,0.221430,
Main,11800,950,0.233605,
Main,11800,960,0.223751,
Main,11800,970,0.200758,
Main,11800,980,0.198357,
Main,11800,990,0.246966,
EC2,11900,10,0.056545,
EC2,11900,20,0.039231,
EC2,11900,30,0.037527,
EC2,11900,40,0.038618,
EC2,11900,50,0.034673,
EC2,11900,60,0.039850,
EC2,11900,70,0.055582,
EC2,11900,80,0.052576,
EC2,11900,90,0.075953,
EC2,11900,100,0.067911,
EC2,11900,110,0.079959,
EC2,11900,120,0.106080,
EC2,11900,130,0.114785,
EC2,11900,140,0.125406,
EC2,11900,150,0.147646,
EC2,11900,160,0.162674,
EC2,11900,170,0.164022,
EC2,11900,180,0.176009,
EC2,11900,190,0.193187,
EC2,11900,200,0.194498,
EC2,11900,210,0.217265,
EC2,11900,220,0.253237,
EC2,11900,230,0.234033,
EC2,11900,240,0.243429,
EC2,11900,250,0.258451,
EC2,11900,260,0.275276,
EC2,11900,270,0.302518,
EC2,11900,280,0.317563,
EC2,11900,290,0.328790,
EC2,11900,300,0.389998,
EC2,11900,310,0.405989,
EC2,11900,320,0.410036,
EC2,11900,330,0.416874,
EC2,11900,340,0.438638,
EC2,11900,350,0.466210,
EC2,11900,360,0.475267,
EC2,11900,370,0.501300,
EC2,11900,380,0.515600,
EC2,11900,390,0.559018,
EC2,11900,400,0.574162,
EC2,11900,410,0.602909,
EC2,11900,420,0.651585,
EC2,11900,430,0.653305,
EC2,11900,440,0.682364,
EC2,11900,450,0.702783,
EC2,11900,460,0.785740,
EC2,11900,470,0.800782,
EC2,11900,480,0.913790,
EC2,11900,490,0.829655,
EC2,11900,500,0.837249,
EC2,11900,510,0.871387,
EC2,11900,520,0.879205,
EC2,11900,530,0.899544,
EC2,11900,540,0.926885,
EC2,11900,550,0.987176,
EC2,11900,560,1.051879,
EC2,11900,570,1.077043,
EC2,11900,580,1.049904,
EC2,11900,590,1.138803,
EC2,11900,600,1.185128,
EC2,11900,610,1.219342,
EC2,11900,620,1.246206,
EC2,11900,630,1.223733,
EC2,11900,640,1.334921,
EC2,11900,650,1.326079,
EC2,11900,660,1.395349,
EC2,11900,670,1.356518,
EC2,11900,680,1.460622,
EC2,11900,690,1.465901,
EC2,11900,700,1.471091,
EC2,11900,710,1.511995,
EC2,11900,720,1.628385,
EC2,11900,730,1.668505,
EC2,11900,740,1.601533,
EC2,11900,750,1.638772,
EC2,11900,760,1.649269,
EC2,11900,770,1.717491,
EC2,11900,780,1.792944,
EC2,11900,790,1.816616,
EC2,11900,800,1.816449,
EC2,11900,810,1.859416,
EC2,11900,820,1.896939,
EC2,11900,830,1.945952,
EC2,11900,840,2.005114,
EC2,11900,850,2.006146,
EC2,11900,860,2.035190,
EC2,11900,870,2.121610,
EC2,11900,880,2.180929,
EC2,11900,890,2.235525,
EC2,11900,900,2.254710,
EC2,11900,910,2.244436,
EC2,11900,920,2.268254,
EC2,11900,930,2.341724,
EC2,11900,940,2.344562,
EC2,11900,950,2.407230,
EC2,11900,960,2.473182,
EC2,11900,970,2.491114,
EC2,11900,980,2.614098,
EC2,11900,990,2.584678,
Main,11900,10,0.190081,
Main,11900,20,0.208715,
Main,11900,30,0.261145,
Main,11900,40,0.230525,
Main,11900,50,0.179154,
Main,11900,60,0.164617,
Main,11900,70,0.200902,
Main,11900,80,0.212201,
Main,11900,90,0.221552,
Main,11900,100,0.199988,
Main,11900,110,0.214952,
Main,11900,120,0.232987,
Main,11900,130,0.201239,
Main,11900,140,0.220617,
Main,11900,150,0.221727,
Main,11900,160,0.193851,
Main,11900,170,0.203309,
Main,11900,180,0.191380,
Main,11900,190,0.269832,
Main,11900,200,0.233570,
Main,11900,210,0.274924,
Main,11900,220,0.247263,
Main,11900,230,0.281947,
Main,11900,240,0.215564,
Main,11900,250,0.220803,
Main,11900,260,0.270975,
Main,11900,270,0.237126,
Main,11900,280,0.238348,
Main,11900,290,0.225099,
Main,11900,300,0.257306,
Main,11900,310,0.239002,
Main,11900,320,0.227251,
Main,11900,330,0.254487,
Main,11900,340,0.187192,
Main,11900,350,0.234432,
Main,11900,360,0.244067,
Main,11900,370,0.210254,
Main,11900,380,0.266185,
Main,11900,390,0.212403,
Main,11900,400,0.250191,
Main,11900,410,0.274666,
Main,11900,420,0.204803,
Main,11900,430,0.230620,
Main,11900,440,0.254513,
Main,11900,450,0.248367,
Main,11900,460,0.222186,
Main,11900,470,0.230957,
Main,11900,480,0.254151,
Main,11900,490,0.242912,
Main,11900,500,0.197225,
Main,11900,510,0.253023,
Main,11900,520,0.194517,
Main,11900,530,0.253083,
Main,11900,540,0.270753,
Main,11900,550,0.223326,
Main,11900,560,0.228173,
Main,11900,570,0.291873,
Main,11900,580,0.252898,
Main,11900,590,0.258409,
Main,11900,600,0.217833,
Main,11900,610,0.258488,
Main,11900,620,0.235433,
Main,11900,630,0.207283,
Main,11900,640,0.187138,
Main,11900,650,0.223819,
Main,11900,660,0.232992,
Main,11900,670,0.276705,
Main,11900,680,0.205922,
Main,11900,690,0.220017,
Main,11900,700,0.269742,
Main,11900,710,0.205727,
Main,11900,720,0.255524,
Main,11900,730,0.229731,
Main,11900,740,0.221101,
Main,11900,750,0.213372,
Main,11900,760,0.239863,
Main,11900,770,0.196250,
Main,11900,780,0.258863,
Main,11900,790,0.231952,
Main,11900,800,0.233242,
Main,11900,810,0.220285,
Main,11900,820,0.288466,
Main,11900,830,0.250970,
Main,11900,840,0.220633,
Main,11900,850,0.288361,
Main,11900,860,0.219104,
Main,11900,870,0.206061,
Main,11900,880,0.226237,
Main,11900,890,0.231621,
Main,11900,900,0.203257,
Main,11900,910,0.201833,
Main,11900,920,0.227509,
Main,11900,930,0.236964,
Main,11900,940,0.227538,
Main,11900,950,0.261111,
Main,11900,960,0.273570,
Main,11900,970,0.244059,
Main,11900,980,0.234068,
Main,11900,990,0.253939,
EC2,12000,10,0.082240,
EC2,12000,20,0.062793,
EC2,12000,30,0.048707,
EC2,12000,40,0.047920,
EC2,12000,50,0.053739,
EC2,12000,60,0.064178,
EC2,12000,70,0.072091,
EC2,12000,80,0.070488,
EC2,12000,90,0.079300,
EC2,12000,100,0.070081,
EC2,12000,110,0.083445,
EC2,12000,120,0.087424,
EC2,12000,130,0.102977,
EC2,12000,140,0.108668,
EC2,12000,150,0.128041,
EC2,12000,160,0.131810,
EC2,12000,170,0.149365,
EC2,12000,180,0.157475,
EC2,12000,190,0.186678,
EC2,12000,200,0.185238,
EC2,12000,210,0.200322,
EC2,12000,220,0.215157,
EC2,12000,230,0.231235,
EC2,12000,240,0.248521,
EC2,12000,250,0.263860,
EC2,12000,260,0.282961,
EC2,12000,270,0.299980,
EC2,12000,280,0.341523,
EC2,12000,290,0.354423,
EC2,12000,300,0.358297,
EC2,12000,310,0.416552,
EC2,12000,320,0.445755,
EC2,12000,330,0.458177,
EC2,12000,340,0.453354,
EC2,12000,350,0.468395,
EC2,12000,360,0.486196,
EC2,12000,370,0.511146,
EC2,12000,380,0.555484,
EC2,12000,390,0.554321,
EC2,12000,400,0.584424,
EC2,12000,410,0.692275,
EC2,12000,420,0.718999,
EC2,12000,430,0.710062,
EC2,12000,440,0.708045,
EC2,12000,450,0.701293,
EC2,12000,460,0.723426,
EC2,12000,470,0.750720,
EC2,12000,480,0.769307,
EC2,12000,490,0.803017,
EC2,12000,500,0.853420,
EC2,12000,510,0.877623,
EC2,12000,520,0.911583,
EC2,12000,530,1.046022,
EC2,12000,540,1.069856,
EC2,12000,550,1.085038,
EC2,12000,560,1.142536,
EC2,12000,570,1.092589,
EC2,12000,580,1.177375,
EC2,12000,590,1.285748,
EC2,12000,600,1.166075,
EC2,12000,610,1.281010,
EC2,12000,620,1.274222,
EC2,12000,630,1.325895,
EC2,12000,640,1.344772,
EC2,12000,650,1.306105,
EC2,12000,660,1.398125,
EC2,12000,670,1.444698,
EC2,12000,680,1.479360,
EC2,12000,690,1.439566,
EC2,12000,700,1.484515,
EC2,12000,710,1.527305,
EC2,12000,720,1.539051,
EC2,12000,730,1.597361,
EC2,12000,740,1.595055,
EC2,12000,750,1.633824,
EC2,12000,760,1.687509,
EC2,12000,770,1.881083,
EC2,12000,780,1.829915,
EC2,12000,790,1.942126,
EC2,12000,800,1.876507,
EC2,12000,810,1.861927,
EC2,12000,820,1.980913,
EC2,12000,830,2.027754,
EC2,12000,840,1.974968,
EC2,12000,850,2.005011,
EC2,12000,860,2.113758,
EC2,12000,870,2.165102,
EC2,12000,880,2.136766,
EC2,12000,890,2.154734,
EC2,12000,900,2.225060,
EC2,12000,910,2.308309,
EC2,12000,920,2.350227,
EC2,12000,930,2.355303,
EC2,12000,940,2.365028,
EC2,12000,950,2.452295,
EC2,12000,960,2.533196,
EC2,12000,970,2.574838,
EC2,12000,980,2.569902,
EC2,12000,990,2.616544,
Main,12000,10,0.194358,
Main,12000,20,0.164029,
Main,12000,30,0.207862,
Main,12000,40,0.196889,
Main,12000,50,0.167493,
Main,12000,60,0.176975,
Main,12000,70,0.203907,
Main,12000,80,0.251251,
Main,12000,90,0.214557,
Main,12000,100,0.214796,
Main,12000,110,0.208903,
Main,12000,120,0.269943,
Main,12000,130,0.240827,
Main,12000,140,0.185188,
Main,12000,150,0.274548,
Main,12000,160,0.232164,
Main,12000,170,0.237368,
Main,12000,180,0.246186,
Main,12000,190,0.221954,
Main,12000,200,0.259979,
Main,12000,210,0.216269,
Main,12000,220,0.201820,
Main,12000,230,0.247989,
Main,12000,240,0.254778,
Main,12000,250,0.256231,
Main,12000,260,0.208645,
Main,12000,270,0.208276,
Main,12000,280,0.186388,
Main,12000,290,0.277813,
Main,12000,300,0.199520,
Main,12000,310,0.182253,
Main,12000,320,0.262719,
Main,12000,330,0.267449,
Main,12000,340,0.270339,
Main,12000,350,0.204221,
Main,12000,360,0.181105,
Main,12000,370,0.240418,
Main,12000,380,0.265557,
Main,12000,390,0.188677,
Main,12000,400,0.248310,
Main,12000,410,0.214030,
Main,12000,420,0.228856,
Main,12000,430,0.241307,
Main,12000,440,0.202225,
Main,12000,450,0.250303,
Main,12000,460,0.267327,
Main,12000,470,0.234804,
Main,12000,480,0.272837,
Main,12000,490,0.225227,
Main,12000,500,0.212262,
Main,12000,510,0.211166,
Main,12000,520,0.248535,
Main,12000,530,0.220214,
Main,12000,540,0.220143,
Main,12000,550,0.255111,
Main,12000,560,0.236085,
Main,12000,570,0.293753,
Main,12000,580,0.252262,
Main,12000,590,0.239429,
Main,12000,600,0.199823,
Main,12000,610,0.270417,
Main,12000,620,0.230223,
Main,12000,630,0.231911,
Main,12000,640,0.244311,
Main,12000,650,0.218037,
Main,12000,660,0.189292,
Main,12000,670,0.220353,
Main,12000,680,0.212284,
Main,12000,690,0.182133,
Main,12000,700,0.230747,
Main,12000,710,0.213049,
Main,12000,720,0.238523,
Main,12000,730,0.221257,
Main,12000,740,0.277173,
Main,12000,750,0.250504,
Main,12000,760,0.247379,
Main,12000,770,0.198296,
Main,12000,780,0.197134,
Main,12000,790,0.254268,
Main,12000,800,0.236147,
Main,12000,810,0.218488,
Main,12000,820,0.220887,
Main,12000,830,0.222988,
Main,12000,840,0.248421,
Main,12000,850,0.240970,
Main,12000,860,0.222556,
Main,12000,870,0.243137,
Main,12000,880,0.235568,
Main,12000,890,0.236160,
Main,12000,900,0.206516,
Main,12000,910,0.206670,
Main,12000,920,0.238743,
Main,12000,930,0.194337,
Main,12000,940,0.254119,
Main,12000,950,0.274803,
Main,12000,960,0.197986,
Main,12000,970,0.276794,
Main,12000,980,0.253815,
Main,12000,990,0.242359,
EC2,12100,10,0.082254,
EC2,12100,20,0.055621,
EC2,12100,30,0.053159,
EC2,12100,40,0.062072,
EC2,12100,50,0.065855,
EC2,12100,60,0.064616,
EC2,12100,70,0.064539,
EC2,12100,80,0.068827,
EC2,12100,90,0.072376,
EC2,12100,100,0.086530,
EC2,12100,110,0.102321,
EC2,12100,120,0.102162,
EC2,12100,130,0.098486,
EC2,12100,140,0.125926,
EC2,12100,150,0.120795,
EC2,12100,160,0.142928,
EC2,12100,170,0.145406,
EC2,12100,180,0.182015,
EC2,12100,190,0.219523,
EC2,12100,200,0.209607,
EC2,12100,210,0.252286,
EC2,12100,220,0.259439,
EC2,12100,230,0.257529,
EC2,12100,240,0.254317,
EC2,12100,250,0.264430,
EC2,12100,260,0.289127,
EC2,12100,270,0.305990,
EC2,12100,280,0.319663,
EC2,12100,290,0.336563,
EC2,12100,300,0.377340,
EC2,12100,310,0.483416,
EC2,12100,320,0.434001,
EC2,12100,330,0.444471,
EC2,12100,340,0.468906,
EC2,12100,350,0.479213,
EC2,12100,360,0.481390,
EC2,12100,370,0.524295,
EC2,12100,380,0.532361,
EC2,12100,390,0.574074,
EC2,12100,400,0.601130,
EC2,12100,410,0.606624,
EC2,12100,420,0.641533,
EC2,12100,430,0.661508,
EC2,12100,440,0.672787,
EC2,12100,450,0.705315,
EC2,12100,460,0.740323,
EC2,12100,470,0.758801,
EC2,12100,480,0.792710,
EC2,12100,490,0.820151,
EC2,12100,500,0.940183,
EC2,12100,510,0.946021,
EC2,12100,520,0.912845,
EC2,12100,530,0.954823,
EC2,12100,540,0.953399,
EC2,12100,550,0.984662,
EC2,12100,560,1.014880,
EC2,12100,570,1.043603,
EC2,12100,580,1.082923,
EC2,12100,590,1.095176,
EC2,12100,600,1.124707,
EC2,12100,610,1.234587,
EC2,12100,620,1.253254,
EC2,12100,630,1.279357,
EC2,12100,640,1.286306,
EC2,12100,650,1.294263,
EC2,12100,660,1.324240,
EC2,12100,670,1.358670,
EC2,12100,680,1.475914,
EC2,12100,690,1.492583,
EC2,12100,700,1.516350,
EC2,12100,710,1.520491,
EC2,12100,720,1.587434,
EC2,12100,730,1.600974,
EC2,12100,740,1.775564,
EC2,12100,750,1.682435,
EC2,12100,760,1.696299,
EC2,12100,770,1.713825,
EC2,12100,780,1.827672,
EC2,12100,790,1.794088,
EC2,12100,800,1.853703,
EC2,12100,810,2.003840,
EC2,12100,820,1.928464,
EC2,12100,830,1.984535,
EC2,12100,840,1.992499,
EC2,12100,850,2.022006,
EC2,12100,860,2.055781,
EC2,12100,870,2.104243,
EC2,12100,880,2.137295,
EC2,12100,890,2.193187,
EC2,12100,900,2.326934,
EC2,12100,910,2.335782,
EC2,12100,920,2.319467,
EC2,12100,930,2.341998,
EC2,12100,940,2.414527,
EC2,12100,950,2.453257,
EC2,12100,960,2.530209,
EC2,12100,970,2.516930,
EC2,12100,980,2.548151,
EC2,12100,990,2.597978,
Main,12100,10,0.158831,
Main,12100,20,0.182721,
Main,12100,30,0.242143,
Main,12100,40,0.192655,
Main,12100,50,0.242331,
Main,12100,60,0.222767,
Main,12100,70,0.203376,
Main,12100,80,0.213352,
Main,12100,90,0.182814,
Main,12100,100,0.228549,
Main,12100,110,0.250781,
Main,12100,120,0.254088,
Main,12100,130,0.237254,
Main,12100,140,0.209582,
Main,12100,150,0.219011,
Main,12100,160,0.254103,
Main,12100,170,0.238081,
Main,12100,180,0.225055,
Main,12100,190,0.246336,
Main,12100,200,0.231329,
Main,12100,210,0.238232,
Main,12100,220,0.220306,
Main,12100,230,0.225646,
Main,12100,240,0.237597,
Main,12100,250,0.213149,
Main,12100,260,0.203926,
Main,12100,270,0.246978,
Main,12100,280,0.202212,
Main,12100,290,0.241592,
Main,12100,300,0.212963,
Main,12100,310,0.210378,
Main,12100,320,0.204778,
Main,12100,330,0.192582,
Main,12100,340,0.219291,
Main,12100,350,0.234691,
Main,12100,360,0.186885,
Main,12100,370,0.237899,
Main,12100,380,0.243534,
Main,12100,390,0.241884,
